report_date,region,class,commodity,variety,organic,unit,environment,price_min,price_max,current_ad_count,current_wtd_avg_price
04/08/2022,Southeast,Vegetables,Tomatoes,Cherry Type,No,1 pint package,N/A,2,2,10,2
04/08/2022,Southeast,Vegetables,Tomatoes,Plum Type (Roma),Yes,per lb,N/A,1.99,1.99,220,1.99
04/08/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.88,1.99,173,1.78
04/08/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.69,1.69,42,1.69
04/08/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,Yes,10 oz package,N/A,2.49,2.49,957,2.49
04/08/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,2.5,2.89,547,2.76
04/15/2022,Southeast,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,2.29,2.99,497,2.64
04/15/2022,Southeast,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,1.99,3.99,307,2.77
04/15/2022,Southeast,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.99,2.29,1433,2
04/15/2022,Southeast,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.99,2.99,220,2.99
04/15/2022,Southeast,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.99,1.99,2547,1.7
04/15/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,2.99,3,50,3
04/15/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.5,2.99,295,2.29
04/15/2022,Southeast,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.78,1.49,48,0.96
04/15/2022,Southeast,Vegetables,Tomatoes,Plum Type (Roma),Yes,per lb,N/A,1.99,1.99,220,1.99
04/15/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.98,2.49,97,1.73
04/15/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.79,1.79,2,1.79
04/22/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,1.5,3,1281,2.33
04/22/2022,Southeast,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.88,1.99,2866,1.67
04/22/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,Yes,10 oz package,N/A,2.59,2.59,188,2.59
04/22/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.79,2,321,1.99
04/22/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,3,3,82,3
04/22/2022,Southeast,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.79,1.49,165,1.26
04/22/2022,Southeast,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.68,1.99,2014,1.78
04/22/2022,Southeast,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,Yes,per lb,Greenhouse,2.98,2.98,31,2.98
04/22/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.29,1.58,68,1.47
04/22/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.88,1.58,119,1.19
04/29/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,1.49,3,1188,1.77
04/29/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,2,2.5,106,2.43
04/29/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,3,3,82,3
04/29/2022,Southeast,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,1.99,1.99,35,1.99
04/29/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.68,1.68,42,1.68
04/29/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.98,2.49,555,1.51
04/29/2022,Southeast,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,1.19,2.69,1023,1.76
04/29/2022,Southeast,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.68,1.99,1233,1.9
04/29/2022,Southeast,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.68,1.79,1056,1.13
04/29/2022,Southeast,Vegetables,Tomatoes,Plum Type (Roma),Yes,per lb,N/A,2.99,2.99,453,2.99
05/06/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.79,2.5,54,2.22
05/06/2022,Southeast,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.68,1.49,1582,1.22
05/06/2022,Southeast,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.68,1.99,769,1.71
05/06/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.98,1.99,1180,1.98
05/06/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.99,1.99,220,1.99
05/06/2022,Southeast,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,2.99,2.99,90,2.99
05/06/2022,Southeast,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.88,1.79,1433,1.51
05/06/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,3,3,43,3
05/13/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,2,3,490,2.35
05/13/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.98,2.5,340,2.35
